,video_id,title,channel_title,category_id,tags,views,likes,dislikes,comment_total
1956,pGVtDzMDJ0I,DOES IT COVER?! Coverproof 24hr+ Wunder2 Foundation {First Impression Review & Demo!},thataylaa,26,test_tag,835693,39508,1127,4337
1957,pOZ5FrTMQMA,Grace VanderWaal - Just The Beginning,GraceVanderWaalVEVO,10,test_tag,722215,84272,308,3974
1958,pOqiqRHrAHE,Homemade Nintendo Switch- NinTIMdo RP,TimEE,22,test_tag,105421,1457,123,275
1959,pQiV81L3zL0,Вот она настоящая магия!,МИР УДИВЛЯЕТ v2.0,22,test_tag,12074,91,2,5
1960,pRnbzkMsgmM,Las Vegas: Mass casualties in Mandalay Bay shooting - BBC News,BBC News,25,test_tag,3393400,7353,1396,18238
1961,pSMCldcVGgA,Darius Rucker - Bring It On (Audio),DariusRuckerVEVO,10,test_tag,159278,6970,123,429
1962,pT-zok786Yc,#WindowsDevDay -  Fluent Design,Windows Developer,28,test_tag,1308471,4370,757,1155
1963,pTXLFFVSFhQ,RIDING BMX IN A CONSTRUCTION SITE!,Scotty Cranmer,24,test_tag,850519,25826,704,1569
1964,pU4uLAI48eY,It’s official! (w/ Miel),AnthonyPadilla,23,test_tag,1452069,112698,1713,7907
1965,pV_5gjQ7lhk,Blimping,Joshua De Laurentiis,22,test_tag,2314666,42605,3264,3854
1966,pXFIMdJduvY,Rudy Mancuso & Poo Bear - Black & White (Official Video),Rudy Mancuso,23,test_tag,11741293,958662,16338,89545
1967,pYggEswHnos,Powerpuff Girls Theme - Bagpipe Rock (A SPECIAL VIDEO❤),TheSnakeCharmer,10,test_tag,46659,959,92,127
1968,pZUgK5EAOGk,Kerry Washington Does Stephen's Makeup,The Late Show with Stephen Colbert,24,test_tag,955374,10873,291,1294
1969,p_P9J97ELlg,Vampy Fall Look | New Makeup -- Nicole Guerriero,Nicole Guerriero,22,test_tag,1068712,55846,2568,5717
1970,paXOkGMyG8M,Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video),SiaVEVO,10,test_tag,10951833,641321,11055,49410
1971,pcnlLwwR5x4,Rep. Frederica Wilson Recounts Trump's Call To Widow Of Fallen Soldier | The View,The View,25,test_tag,986547,10479,9204,12950
1972,pe3KSYqPIgo,Film Theory: Ariel is RELATED to Hercules?! (Disney’s Connected Universe),The Film Theorists,1,test_tag,3658821,223223,7432,42667
1973,pfAKloMu4S0,What the Bannon vs. McConnell fight means for Trump and the GOP,PBS NewsHour,25,test_tag,188557,1488,423,0
1974,pfQ09sKITss,KUWTK | Kim Kardashian Gets Upset Over Bad Paparazzi Pics on Vacay | E!,E! Entertainment,24,test_tag,1439784,4629,596,572
1975,pgCtsVdK4HA,Joe Goes To The Juggalo March,Joe Goes,23,test_tag,248582,11601,405,2099
1976,pkWafXW55eA,EXCLUSIVE: Tamar Braxton Explains Why 'Bluebird of Happiness' Will Be Her Last Album Ever,Entertainment Tonight,10,test_tag,48183,590,22,281
1977,pmLk6d33VpY,Halloween Flipbook Compilation (Collection by @TheFlippistLibrary on Instagram),theflippist,1,test_tag,1370202,18254,791,387
1978,pnKcqi0Wvys,Ned Tries Famous Soccer Trick Shots • The Try Vlog,BuzzFeedVideo,22,test_tag,422939,11532,845,1568
1979,po5VUW3I8P8,REDUCE TOOL CHATTER! | DIY Lathe SSV Electronics.,AvE,28,test_tag,525128,15746,249,4169
1980,ppGCbh8ggUs,The Constitution of the Spartans,Historia Civilis,27,test_tag,765618,37728,621,4615
1981,pqSN7lsPs2k,PlayerUnknown's Battlegrounds: THE ZONE,Nukazooka,24,test_tag,1389983,74510,825,4045
1982,pqdaskhEa0I,"Tim McGraw, Faith Hill - The Rest of Our Life",TimandFaithVEVO,10,test_tag,1787584,22463,902,1029
1983,puxAgWMzGqw,September Favorites 2017! | Ingrid Nilsen,Ingrid Nilsen,26,test_tag,138162,4117,77,211
1984,pwHvK07tUuw,24 Genres. Two Artists. One song. All voices. - Shape of You Ed Sheeran,Peter Hollens,10,test_tag,1424017,99419,1995,9786
1985,px1WIBaFseE,What Are the LARGEST Creatures That Exist RIGHT NOW?,The Infographics Show,27,test_tag,149498,4326,120,717
1986,px7dYqZPk6I,PRETTYMUCH - Teacher (Audio),PrettyMuchVEVO,10,test_tag,420815,52143,329,7027
1987,pxVO5K8jmdA,LES TWINS - WHAT HAPPENED (OFFICIAL MUSIC VIDEO),Official Les Twins,24,test_tag,122514,12305,164,1721
1988,pyZVUC5jeVw,Jennifer Lawrence Tore Her Diaphragm While Filming 'Mother!',Variety,24,test_tag,360726,2822,148,489
1989,pyb7UqbdYTs,Alex Aiono - Does It Feel Like Falling ft. Trinidad Cardona,AlexAionoVEVO,10,test_tag,907617,88485,678,5153
1990,q066h0yUoRA,I Got The Perfect Suit For My Wedding,Boldly,22,test_tag,3970221,121972,18957,13833
1991,q0B8k3UPZNc,QATAR AIRWAYS A350 BUSINESS CLASS REVIEW; INCREDIBLE,CaseyNeistat,22,test_tag,13777606,509170,23777,51268
1992,q1PgzYjpjsE,5 DRUGSTORE Must Haves I ACTUALLY USE ALL THE TIME!,Amy Macedo,26,test_tag,193297,13078,179,1147
1993,q2KehxKQ3Zk,Why Puerto Rico will be without power for months,Vox,25,test_tag,730795,21240,745,3888
1994,q3br7KKr67o,Pumpkin Spiced White Hot Chocolate | Episode 1197,Laura in the Kitchen,26,test_tag,281378,16517,266,968
1995,q68xUVH3qiM,Nick Kroll & John Mulaney Give Teens Puberty Advice,BuzzFeed Celeb,22,test_tag,804208,21121,1847,2059
1996,q6yzrZfgQvI,Depeche Mode - Heroes (Highline Sessions Version),DepecheModeVEVO,10,test_tag,2239021,89620,1769,5905
1997,q8b5mciIDnA,Ryan Seacrest On Mariah Carey’s Disastrous NYE Performance | WWHL,Watch What Happens Live with Andy Cohen,24,test_tag,507560,1524,755,738
1998,q9o_VjdugHw,Sarah Sanders: ESPN's Jemele Hill Committed 'Fireable Offense',NTK Network,22,test_tag,90780,81,3,147
1999,qAPx7N1jr_I,Detroit Pistons | #Trending: Eminem Surprises LCA Crowd,DetPistonsOfficial,17,test_tag,1459040,10564,8370,6769
2000,qCH73iQAZS4,Joe Rogan and Daniel Cormier proclaim Demetrious Johnson as the best ever | Interview | UFC 216,UFC ON FOX,17,test_tag,1514584,9075,1835,5495
2001,qDhbIEuwRRc,Big Little Lies: The Lessons We Learn,ScreenPrism,1,test_tag,56461,2721,78,278
2002,qEp3rwe3KmI,Sphere Treehouses in Canada,INSIDER,19,test_tag,38025,923,14,114
2003,qFltpuZJAns,DIY OUIJA NAIL ART *not clickbait* *actual nail art* *emergency*,Simply Nailogical,24,test_tag,860317,67153,613,7379
2004,qJJHhVf3_ZM,Gwyneth Paltrow Crashes James' Goop Magazine Rant,The Late Late Show with James Corden,24,test_tag,220661,2070,449,352
2005,qJVOPnfywCk,CHUCKY HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI,Jordan Hanz,26,test_tag,367638,26388,216,1884
2006,qLzIaAYFhNs,Powerful Hurricane Maria follows deadly storms Harvey and Irma,CBS News,25,test_tag,55211,239,44,109
2007,qPDZZj6By3Y,Killer Whales Attack Minke - Frozen Planet - BBC Earth,BBC Earth,15,test_tag,343958,6795,224,906
2008,qQGY4NerwOg,Sean Hayes On Working With Debbie Reynolds | WWHL,Watch What Happens Live with Andy Cohen,24,test_tag,39712,319,3,15
2009,qR1EM-RIZNk,JUMANJI: WELCOME TO THE JUNGLE (OFFICIAL TRAILER),The Rock,24,test_tag,4038472,98393,8532,11087
2010,qRoVlH1OcI4,Trump slams Clinton for defending NFL anthem protests,Business Insider,25,test_tag,284243,6637,3963,10439
2011,qXH1dVI8Jic,Charades with Gal Gadot and Miley Cyrus,The Tonight Show Starring Jimmy Fallon,23,test_tag,123176,8655,112,890
2012,qZVm-2nM0sA,Rudimental - Sun Comes Up feat. James Arthur [Official Video],Rudimental,10,test_tag,926873,32753,524,1205
2013,qbD_9zymEP0,Venom F5 Unveiling Event - November 1 @ 11 AM Pacific,Hennessey Performance,2,test_tag,106902,1302,19,392
2014,qbRKHpE-30Y,THE MICROWAVE CHRONICLES | Microwave Moments on Kitchen Nightmares,Kitchen Nightmares,24,test_tag,3396965,47377,952,7766
2015,qdWUQGHtyPk,Why People Are Freaking Out About The Trump NFL Boycott and Anthony Weiner Going to Jail...,Philip DeFranco,24,test_tag,5819290,263869,10677,92576
2016,qh7QJ_jLam0,Green Day - Too Dumb to Die (Official Lyric Video),Green Day,10,test_tag,845694,64515,625,4325
2017,qi2uOOAKJjY,Nickelback - After The Rain [Lyric Video],Nickelback,10,test_tag,541827,36549,423,2364
2018,qiUKuZQRsWo,Bears vs. Packers | NFL Week 4 Game Highlights,NFL,17,test_tag,2998441,26428,2923,5610
2019,ql0Op1VcELw,What's Actually the Plane of the Future,Wendover Productions,27,test_tag,4249051,114887,4341,13946
2020,qqNn14l7hhA,Thor 3: Ragnarok - 1987 Trailer (Nerdist Presents),Nerdist,24,test_tag,1227029,52507,571,3820
2021,qr1Fpkkad2c,Danielle Bradbery - Sway,DanielleBradberyVEVO,10,test_tag,653661,18929,712,1147
2022,qrhdP0Q-FUo,AM37 Sliding Deck,Quintessence Yachts,22,test_tag,12794,20,0,0
2023,qtfMzdqifF0,OUR TEAM 10 AUDITION with TESSA BROOKS & NICK CROMPTON,shane,22,test_tag,10856831,863325,29541,106935
2024,qvXXMsiQBDg,Louis Tomlinson - Just Like You (Lyric Video),LouisTomlinsonVEVO,10,test_tag,10202636,1215137,4912,86915
2025,qy-UZ5B38-Y,Self-Conscious Computer (feat. Anna Akana) - JACK AND DEAN,Jack and Dean,23,test_tag,819906,91490,734,3958
2026,qznElIkZ1hc,"16-Year-Old Girl Sings The Most Difficult Opera Song Ever, Nails It",Pop Blast,10,test_tag,1780959,22523,898,1666
2027,r1f8hd4yh0c,Handcuffing My Boyfriend To Cameron Dallas For A Day,Rclbeauty101,24,test_tag,3793085,128248,3116,10511
2028,r30snlzbYaY,EASY SKULL HALLOWEEN MAKEUP TUTORIAL,LustreLux,26,test_tag,738830,41633,1111,4513
2029,r3wQ8ISV4wc,Preview: The Most Surprising Adventure Yet | Season 1 Ep. 5 | THE ORVILLE,The Orville,24,test_tag,24911,562,9,148
2030,r8jWAvF3rcE,Cyclopia: A Rare Birth Defect That Could Help Cure Cancer,SciShow,27,test_tag,1055630,38126,681,2909
2031,r8qWc9X4f6k,Is DNA the future of data storage? - Leo Bear-McGuinness,TED-Ed,27,test_tag,440522,26408,230,2349
2032,r9-DM9uBtVI,JUSTICE LEAGUE - Official Heroes Trailer,Warner Bros. Pictures,24,test_tag,92898692,1627243,84275,305902
2033,rAh_16nooZA,"ONLINE SHOPPING HAUL 2017! (with me, a shopaholic)",Amber Scholl,26,test_tag,384682,21302,353,1559
2034,rBKYvAdXT-k,Alok & Mathieu Koss - Big Jet Plane (Official Lyric Video),Spinnin' Records,10,test_tag,292385,16690,415,606
2035,rBs4AGCR3yU,Knock knock it's police ... yyy sigh 😂😱😂 | FAIL,falson,17,test_tag,4751,13,0,5
2036,rCo4gIZu0DY,I Ordered The First 5 Free Things From Wish,Safiya Nygaard,22,test_tag,16870580,688573,8008,40942
2037,rDkhmTCWssc,KATY PERRY GETS STUCK IN THE AIR AT HER CONCERT IN NASHVILLE,Dance with Dre,10,test_tag,279505,267,458,231
2038,rFFo-0v_vi4,WATERMELON FREAKSHAKE CUPCAKES- The Scran Line,The Scran Line,26,test_tag,216036,9823,176,746
2039,rFaoaCJ1R8o,Der Zerhacker.,hackerspaceshop,28,test_tag,2877,0,0,6
2040,rGi2b25Bx0I,Emmys 2017 Red Carpet Live By People & Entertainment Weekly | PeopleTV,PeopleTV,24,test_tag,76461,451,214,126
2041,rHfyvSgvgoo,Game Revealed: Season 7 Episode 3: A Goodbye Kiss,GameofThrones,1,test_tag,617282,15573,173,1352
2042,rJTkHGXMdb0,What Would Happen If You Were Born In Space?,Life Noggin,27,test_tag,3500491,94757,2980,18024
2043,rJrwCJWq2cs,Is it too early to call Alabama vs. Clemson Round 3? | SC with SVP | ESPN,ESPN,17,test_tag,6262,42,8,29
2044,rKOaloQ5rnA,From Single Shots to Automatics: How Firearms Work,The New York Times,25,test_tag,17274,415,68,210
2045,rOxL6UaZqw4,Roman-Style Pizza Is the Perfect Pie for Thin-Crust Lovers | Food Skills,First We Feast,26,test_tag,411939,13301,232,1535
2046,rQhynsjq_BQ,Bears Wanted to Hitch a Ride,ViralHog,15,test_tag,15098,56,6,20
2047,rRZp93mMZaI,Shania Twain - Swingin' With My Eyes Closed (Behind The Scenes),ShaniaTwainVEVO,10,test_tag,49388,1711,47,104
2048,rRi8LptvFZY,Don't Say Velcro,VELCRO® Brand,23,test_tag,1425756,22863,8255,3836
2049,rTMibYCQMyk,Served Like A Girl - Trailer,Freestyle Digital Media,1,test_tag,16764,101,4,0
2050,rUkHLs9RHP0,Brain Surgery Costs HOW MUCH $$ !?!,Courtelizz1,26,test_tag,147472,7325,201,2819
2051,rWKz0ZC_G6U,DAY TO DEAD HALLOWEEN DRUGSTORE MAKEUP TUTORIAL | JAMIE GENEVIEVE,Jamie Genevieve,22,test_tag,325171,15323,436,812
2052,rZ2vh8rZd18,FAN-REQUESTED Steampunk Cake | Man About Cake SEASON 6 PREMIERE with Joshua John Russell,Man About Cake,26,test_tag,367633,21292,135,1418
2053,r_Vv6abqauM,The Score - Strange (Audio),TheScoreVEVO,10,test_tag,310032,21782,193,1980
2054,raNcTqw-I-o,Cut for Time: The Last Fry (Gal Gadot) - SNL,Saturday Night Live,24,test_tag,2189885,42510,4039,3536
2055,rdXaw4EFGdk,Pink Addresses The Christina Aguilera Beef | Plead The Fifth | WWHL,Watch What Happens Live with Andy Cohen,24,test_tag,963495,7079,660,1477
2056,rfMJ-DylWBs,Everything Wrong With Scream 2 In 19 Minutes Or Less,CinemaSins,1,test_tag,4678614,106837,2585,16931
2057,rgbnZG85IRo,What Americans Heard in Cuba Attacks: The Sound,Associated Press,25,test_tag,4434845,16480,12296,0
2058,rh8b-Ibzkfg,WILD SPACEAGE HALLOWEEN ALIEN TRANSFORMATION | John Maclean,John Maclean,26,test_tag,89510,7925,132,1644
2059,rjINNeC0DFA,Sam Smith - Too Good at Goodbyes in the Live Lounge,BBCRadio1VEVO,10,test_tag,2849344,103704,629,3576
2060,rjlXcMhQgPU,The Crazy Story Of The Barefoot Bandit,BuzzFeedBlue,17,test_tag,625828,16935,1412,1723
2061,rl4ofGm2aNI,10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS,Jaclyn Hill,26,test_tag,5780909,354807,12145,35838
2062,rlxqaVi7eNw,Kings Rookie Dance Contest,Sacramento Kings,17,test_tag,97502,1016,34,126
2063,rn5Xgak1zzA,A message to UC Berkeley from MILO and the Berkeley Patriots,MILO,22,test_tag,529514,40548,952,7400
2064,roiPLImXMoc,TRUE FRIENDSHIP | Chris & Jack,Chris and Jack,23,test_tag,242152,12924,112,940
2065,rrZk9sSgRyQ,BLADE RUNNER 2049 - Black Out 2022 Anime Short,Warner Bros. Pictures,24,test_tag,1288389,48328,507,3451
2066,rtL5oMyBHPs,MGMT - Little Dark Age,MGMTVEVO,10,test_tag,3855508,121180,5797,14711
2067,rtk-BLeHv6M,DIY KINDA BIG OREO COOKIE,HellthyJunkFood,24,test_tag,1052119,34192,861,5390
2068,ruRvc4huFkE,"Krewella, Yellow Claw - New World (ft. Taylor Bennett) (Audio)",KrewellaMusicVEVO,10,test_tag,438006,33843,468,2350
2069,ruTB5jBGXsE,BRAND NEW B&W | Spider Cat - Simon's Cat (Halloween Special),Simon's Cat,15,test_tag,2577259,95334,1430,4274
2070,ruYeBXudsds,Jimmy Kimmel on Mass Shooting in Las Vegas,Jimmy Kimmel Live,23,test_tag,6606189,199306,26601,65631
2071,s3Hk_lDw5yo,Demi Lovato - Cry Baby (Audio Snippet),DemiLovatoVEVO,10,test_tag,98963,9676,115,661
2072,s3O0jKvxUIM,Winch Bot - scanlime:026,Micah Elizabeth Scott,28,test_tag,2223,261,0,31
2073,s3WwQkItiUM,The Menprovement Initiative,Tinder,24,test_tag,4379941,0,0,0
2074,s51nDk3bEOg,Ivanka Trump Talks to Dr. Oz About Being a Voice of Moderation,DoctorOz,25,test_tag,12678,22,14,5
2075,s7eVr-OUYkQ,Grateful (Official Lyric Video) - Elevation Worship,Elevation Worship,10,test_tag,116562,5447,67,88
2076,s7u5igc-lFg,How Pink Was Once A Boy Color,KnowledgeHub,27,test_tag,564097,34534,829,7603
2077,s8GrGvjhz0s,Blake Lively - Talks About Harvey Weinstein - GMA,CelebNews17,24,test_tag,2715187,8862,3393,3795
2078,sB29PVm_uYY,I'M HOLO INSIDE! Holographic scar makeup ft. Glam&Gore,Simply Nailogical,24,test_tag,2476567,146598,1064,13218
2079,sD6RIeNP41I,Canelo Alvarez vs. Gennady Golovkin fight ruled a draw | SportsCenter | ESPN,ESPN,17,test_tag,4608780,24050,4197,15888
2080,sI6MZg0hkUk,Musician Tom Petty dead at 66,CBS News,25,test_tag,230516,1670,214,2201
2081,sNSzJiF4sB8,Chance The Rapper - Hurricane Maria Relief Live Stream - directrelief.org,Chance The Rapper,10,test_tag,0,0,0,201
2082,sOfbbmUh8CA,Hurricane Ophelia: Thousands lose power as storm hits Ireland - BBC News,BBC News,25,test_tag,822391,3458,286,2967
2083,sQTnREEtuNk,Zach Williams - Fear Is a Liar (Official Lyric Video),zachwilliamsVEVO,10,test_tag,47860,1642,71,158
2084,sRAp2MO6TUY,"CHINESE Street Food Tour DEEP in Sichuan, CHINA - SPICY & INCREDIBLE STREET FOOD ADVENTURE!",The Food Ranger,19,test_tag,1009301,27305,799,7144
2085,sa3G0vBlucg,Preserving the Migration of Giants: Guyana's Arapaima,thebrainscoop,27,test_tag,75975,5692,30,539
2086,scIizw2asro,Bill Skarsgård's Demonic “IT Smile  - CONAN on TBS,Team Coco,23,test_tag,10210634,133929,2706,10091
2087,scQBjsQNgVQ,Jacob Sartorius - Hang Me Out To Dry,Jacob Sartorius,10,test_tag,678822,93344,2465,12416
2088,sgBGvgxuXvQ,S'mores Alaska with Italian Meringue PLUS a Special Announcement! | Cupcake Jemma,CupcakeJemma,26,test_tag,205294,10498,50,731
2089,sjlHnJvXdQs,iPhone X (parody),jacksfilms,23,test_tag,18195451,1006991,10530,62349
2090,srWtQnseRyE,P!nk's Son Cries Whenever She Sings,The Tonight Show Starring Jimmy Fallon,23,test_tag,513389,10123,195,578
2091,sxkP5m3RKQQ,Saudi Arabia agrees to let women drive,Fox News,25,test_tag,48987,740,175,2341
2092,t2oVUxTV4WA,Celebrities Read Mean Tweets #11,Jimmy Kimmel Live,23,test_tag,31901625,483662,17292,34785
2093,t3oar3hIDWA,EMMY FASHION REVIEW // Grace Helbig,Grace Helbig,22,test_tag,217624,15050,57,614
2094,t4QwhVt5Zk0,Teyana Taylor Tells All about Boob Surgery and Says Kanye is Back !!,HOT 97,10,test_tag,783851,13299,568,2785
2095,t4or1t4iHK0,#ConanIsrael Sneak Peak: Gal Gadot  - CONAN on TBS,Team Coco,23,test_tag,2450454,35122,4543,5477
2096,t5Q5uRIc26k,Enter Forever 21's Beauty Funland,INSIDER,26,test_tag,242693,6258,116,479
2097,t8sgy0faXyg,"Guns N' Roses Feat. PINK! - Patience (Msg, Nyc) 10.11.17 (P!NK)",markit aneight,22,test_tag,3835611,31002,2153,3894
2098,tBN9kLaS-uw,My Boyfriend Buys My Outfits,JennaMarbles,23,test_tag,14993333,975276,9201,101360
2099,tJfIZlZVhqM,Reese Witherspoon Passionately Speaks About Roles for Women | Lorraine,Lorraine,24,test_tag,29976,96,3,0
2100,tLv3X-aMyWQ,Avicii - Without You (Otto Knows Remix) ft. Sandro Cavazza,AviciiOfficialVEVO,10,test_tag,2469448,86205,1400,4573
2101,tOzbDh45Z7M,We Put KKW & Fenty Beauty Makeup To The 8 Hour Test | Beauty With Mi | Refinery29,Refinery29,26,test_tag,16768,348,19,58
2102,tPiaduBZHRU,Homemade power feeder,Matthias Wandel,26,test_tag,247452,7229,114,414
2103,tSLjM6cZaTo,Diabulimia: The World's Most Dangerous Eating Disorder,BBC Three,24,test_tag,864124,11311,206,1451
2104,tSRg5cFIxI0,Flight log - Elevations,Gab707,17,test_tag,110381,2178,18,403
2105,tSwWCJHHTGc,"Genesis, IBEX, and Cassini: SciShow Talk Show",SciShow,27,test_tag,99515,3249,74,570
2106,tTHMBjyzgEU,How Much Do You Poop In A Lifetime?,The Infographics Show,27,test_tag,721130,24431,1002,7598
2107,tUKgtLyu8yI,Nicole Kidman Gets Flustered Talking About Alexander Skarsgård | The Graham Norton Show,The Graham Norton Show,24,test_tag,2421680,19897,190,1702
2108,tUPR5-igTVY,Dear Hate (feat. Vince Gill),MarenMorris,22,test_tag,4697829,0,0,3127
2109,tUXLO8Dtvq4,Most Dangerous Jobs,The Infographics Show,27,test_tag,688657,13542,1104,4296
2110,tVtsp_mASno,Will Cain goes off over Kyrie Irving interview responses | First Take | ESPN,ESPN,17,test_tag,3217495,27454,3371,15880
2111,tY0RWL9k1T8,Boeing Sponsors GoFly,Boeing,28,test_tag,33113,811,26,84
2112,t_LQ0f2GU88,TRYING ON EBAY HALLOWEEN COSTUMES UNDER £10! 🎃,Roxxsaurus,26,test_tag,1235976,40071,942,3640
2113,taKGnsqeCPs,Nick Jonas - Find You,NickJonasVEVO,10,test_tag,312940,34381,282,2698
2114,tbDr_zAcM5g,David Lynch Commencement Address at the 2016 MUM Graduation,Maharishi University of Management,27,test_tag,14945,166,12,162
2115,tetLuLLWxKM,"Future, Baby Future and Fam Do Disneyland | TMZ",TMZ,24,test_tag,13166,32,10,10
2116,tf57O2T-TBM,ESPN College Gameday on Mike Francesa slamming Penn State coach for calling timeout on FG up 56,Nick Ramos,17,test_tag,70577,182,18,79
2117,tfHCtgyT-oQ,Turtles All the Way Down!!! A Reunion Video,vlogbrothers,22,test_tag,599094,40452,524,6005
2118,tfZvSS_f254,LET'S HELP THE VICTIMS OF THE LAS VEGAS ATTACK,CaseyNeistat,22,test_tag,3828746,252214,7090,25765
2119,thD6TNUoyIk,Weird music test you have to try!,ANDREW HUANG,10,test_tag,1821926,57853,3195,12227
2120,thUp8jTeJ9Q,I Bought A $500 'LUXURY' Mystery Box from Ebay- OMG WHY,grav3yardgirl,26,test_tag,4157830,114548,7309,18083
2121,tku0H7YeMeA,The Maine - How Do You Feel?,TheMaineOfficialVEVO,10,test_tag,150573,14512,144,2612
2122,tl6w1-IlyDs,I Dressed Like Store Mannequins For A Week,Safiya Nygaard,22,test_tag,14222835,804801,6313,52998
2123,tlACd8CquRk,Nikki​ and​ Artem’s - Tango - Dancing with the Stars,Dancing With The Stars,24,test_tag,551521,7705,178,870
2124,tlTKTTt47WE,Is Reality Real? The Simulation Argument,Kurzgesagt – In a Nutshell,27,test_tag,15776859,653443,31032,99207
2125,tmGMd2bqh6o,Casually Explained: Evolution IV - Hello Universe,Casually Explained,23,test_tag,2063108,109998,2001,4356
2126,ton42cZ6ZYU,Acting Out My REAL Childhood Stories (PART 1),IISuperwomanII,23,test_tag,2465146,179085,1567,11973
2127,tp9aQXDFHbY,Cats Can Be A Real Pain In The Grass - Simon's Cat | STORYTIME,Simon's Cat,15,test_tag,1135576,43349,847,2124
2128,tq7tHN9HBJU,"WTF !? DO YOU EVEN KNOW ME, FT. SVEN | DESI PERKINS",Desi Perkins,26,test_tag,2091809,135252,1607,14004
2129,tqUKbEfW-B8,IGN Live: Red Dead Redemption 2 Trailer Reveal,IGN,20,test_tag,1246987,24835,2741,2020
2130,tt2k8PGm-TI,ZAYN - Dusk Till Dawn ft. Sia,ZaynVEVO,10,test_tag,36323498,1431683,28049,100661
2131,tteLMfFDCb4,Hillary Clinton speaks,CBS Sunday Morning,25,test_tag,1091536,10550,72580,19387
2132,tv19Sd9dS38,People Didn't Believe My Mental Illness,Boldly,22,test_tag,2166472,78784,1434,6784
2133,twerGCoDt04,The 'This Is Us' Cast Plays Never Have I Ever,TheEllenShow,24,test_tag,141915,2275,22,82
2134,txvKrTplOVs,Clueless Gamer: Shadow Of War With Kumail Nanjiani  - CONAN on TBS,Team Coco,23,test_tag,7635401,198904,5614,16378
2135,tySr1ELQ9Hg,10/3/17 - Derek Mason Weekly Press Conference,Vanderbilt Athletics,17,test_tag,706,6,0,0
2136,tz_DWyuvX4s,Ciara - American Music Awards 2017 Nominations,IdolxVoice,24,test_tag,5302,69,0,28
2137,u2SwpuwU0NM,Detik Detik Terjadinya Benturan Keras Choirul Huda Kiper Persela Lamongan,iVod Channel,17,test_tag,899262,906,707,1265
2138,u4GxSHRGSzw,Must C: Russell destroys nachos,MLB Channel,22,test_tag,7599,6,0,0
2139,u5U0q-hh5B4,Hey! Puerto Rico,Late Night with Seth Meyers,23,test_tag,401505,6211,484,999
2140,u5wIuTTYqzI,Harrison Ford Really Can’t Remember Ryan Gosling’s Name | The Graham Norton Show,The Graham Norton Show,24,test_tag,2170230,20832,296,872
2141,u6iVspBWzZU,what is derealisation / depersonalisation?,doddlevloggle,24,test_tag,325998,40514,159,4127
2142,u8f6k9vjl-A,My Little Pony x ColourPop Review and Try-On (ohmygoditssocute),Arden Rose,1,test_tag,98679,6705,126,433
2143,uA4STm4hx7Q,Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton,GwenStefaniVEVO,10,test_tag,604222,20030,934,2899
2144,uAI5rSiGyNY,HOW YOU FEELING? by SUPERFRUIT,SUPERFRUIT,24,test_tag,423917,42320,270,4721
2145,uAipi4V5g34,Dancing in 80's Movies Supercut - Vol. 2,Robert Jones,24,test_tag,26923,410,6,48
2146,uBGECC5U09Q,Everything Wrong With Alien: Covenant In 16 Minutes Or Less,CinemaSins,1,test_tag,6244795,147832,4477,26199
2147,uB_Kx6T3wq4,Rose Gold & Purple Smokey Eye | Jaclyn Hill,Jaclyn Hill,26,test_tag,3880458,213583,8836,28263
2148,uCVuyIQZ-lA,Tour Documentary - Episode 2,Camila Cabello,10,test_tag,399631,74456,250,3923
2149,uE_hF1R20rg,Jared Leto says he never gifted used condoms | SiriusXM | Entertainment Weekly Radio,SiriusXM,10,test_tag,58459,1044,11,153
2150,uHCW6nfbosQ,Kimbra - Everybody Knows (Official Lyric Video),kimbramusic,10,test_tag,118414,12260,62,1700
2151,uHYNSaW6Ttw,The Talk - 'Destiny's Child' Michelle Williams Candid on Depression; 'I was suicidal',The Talk,24,test_tag,116418,1372,219,555
2152,uKQ8iy3U1lw,Upchurch Johnny Cash (Official Music Video),Ryan Upchurch,24,test_tag,1772321,59201,5824,9103
2153,uLP8rFrL1W0,King Gizzard & The Lizard Wizard - Crumbling Castle,Flightless,22,test_tag,234143,12601,84,2104
2154,uLxuaQSBNe8,Reporters Laugh At People Waiting For Super Nintendo Classic,Funny Local News,20,test_tag,41485,356,159,178
2155,uNnslXhf-zU,"Dejounte Murray Full Highlights 2017.10.18 vs Timberwolves - 16 Pts, 7-8 FGM!",FreeDawkins,17,test_tag,117009,1871,31,901
2156,uNseVux0CA4,IT PENNYWISE GLAM HALLOWEEN MAKEUP TUTORIAL,Glam&Gore,22,test_tag,2970585,292141,1075,18758
2157,uNsp7vFt4DY,Bicycle line guy. 1st attempt,Bis Kack,22,test_tag,3968,4,0,0
2158,uV002CSNDac,Dillon Francis Hurts His Body with Spicy Wings | Hot Ones,First We Feast,26,test_tag,2901317,96366,1775,12821
2159,uWFAD84I66I,BACK TO SCHOOL OUTFIT IDEAS // Grace Helbig,Grace Helbig,22,test_tag,720717,67743,636,3824
2160,uZ8L6qLeC74,Face Masks I Love Right Now! | Ingrid Nilsen,Ingrid Nilsen,26,test_tag,134221,5225,74,426
